jd,filter,fnu,efnu,flam,eflam,mag,emag,corrmag,date,wave,Llambda,Llambda_unc,mjd,tmax_of,absmag,eabsmag,redshift
2459722.822,g,0.000105122,-3.32E-06,1.37E-16,-4.33E-18,18.84582882,0.034860565,18.84582882,2022 5 23,4800,3.44E+38,-1.09E+37,59722.32176,47.3217593,-16.96090477,0.034860565,0.033
2459722.823,g,0.000106633,-3.33E-06,1.39E-16,-4.33E-18,18.83033294,0.034395111,18.83033294,2022 5 23,4800,3.49E+38,-1.09E+37,59722.32278,47.3227778,-16.97640065,0.034395111,0.033
2459722.823,g,0.000107788,-2.88E-06,1.40E-16,-3.75E-18,18.81864176,0.029444039,18.81864176,2022 5 23,4800,3.53E+38,-9.43E+36,59722.32325,47.3232523,-16.98809182,0.029444039,0.033
2459722.826,g,0.000103482,-2.91E-06,1.35E-16,-3.79E-18,18.86290418,0.030941477,18.86290418,2022 5 23,4800,3.39E+38,-9.51E+36,59722.32595,47.3259491,-16.9438294,0.030941477,0.033
2459722.85,g,0.000110746,-3.82E-06,1.44E-16,-4.98E-18,18.78924695,0.038156612,18.78924695,2022 5 23,4800,3.62E+38,-1.25E+37,59722.35022,47.3502199,-17.01748663,0.038156612,0.033
2459722.863,g,0.000103561,-2.99E-06,1.35E-16,-3.90E-18,18.86207804,0.031839626,18.86207804,2022 5 23,4800,3.39E+38,-9.79E+36,59722.36326,47.3632639,-16.94465555,0.031839626,0.033
2459722.868,g,0.000111906,-3.41E-06,1.46E-16,-4.44E-18,18.77793342,0.033626246,18.77793342,2022 5 23,4800,3.66E+38,-1.12E+37,59722.36799,47.3679861,-17.02880016,0.033626246,0.033
2459722.908,g,0.00010113,-4.65E-06,1.32E-16,-6.06E-18,18.88786925,0.051144626,18.88786925,2022 5 23,4800,3.31E+38,-1.52E+37,59722.40792,47.4079167,-16.91886434,0.051144626,0.033
2459722.91,g,0.000105215,-4.05E-06,1.37E-16,-5.28E-18,18.84486691,0.042633747,18.84486691,2022 5 23,4800,3.44E+38,-1.33E+37,59722.41029,47.4102894,-16.96186668,0.042633747,0.033
2459722.911,g,0.000113608,-4.35E-06,1.48E-16,-5.66E-18,18.76154759,0.042388821,18.76154759,2022 5 23,4800,3.72E+38,-1.42E+37,59722.41124,47.4112384,-17.045186,0.042388821,0.033
2459723.7,r,0.000187265,-5.31E-06,1.42E-16,-4.01E-18,18.21892178,0.031219635,18.21892178,2022 5 24,6300,3.56E+38,-1.01E+37,59723.20046,48.200463,-17.5878118,0.031219635,0.033
2459723.701,r,0.000192757,-5.55E-06,1.46E-16,-4.20E-18,18.18753747,0.031744859,18.18753747,2022 5 24,6300,3.66E+38,-1.05E+37,59723.20094,48.2009375,-17.61919612,0.031744859,0.033
2459723.727,i,0.000187666,-7.62E-06,9.25E-17,-3.76E-18,18.21659929,0.045010387,18.21659929,2022 5 24,7800,2.32E+38,-9.44E+36,59723.22669,48.2266898,-17.5901343,0.045010387,0.033
2459723.727,i,0.000194284,-8.91E-06,9.58E-17,-4.39E-18,18.17897196,0.050978964,18.17897196,2022 5 24,7800,2.41E+38,-1.10E+37,59723.22716,48.2271644,-17.62776162,0.050978964,0.033
2459723.764,g,0.000103464,-3.45E-06,1.35E-16,-4.49E-18,18.8630876,0.036809626,18.8630876,2022 5 24,4800,3.38E+38,-1.13E+37,59723.26414,48.2641435,-16.94364598,0.036809626,0.033
2459723.768,g,8.70E-05,-2.82E-06,1.13E-16,-3.67E-18,19.05156983,0.035735335,19.05156983,2022 5 24,4800,2.85E+38,-9.21E+36,59723.26794,48.2679398,-16.75516375,0.035735335,0.033
2459724.803,r,0.00017378,-3.73E-06,1.31E-16,-2.82E-18,18.30006341,0.023530746,18.30006341,2022 5 25,6300,3.30E+38,-7.07E+36,59724.30281,49.3028125,-17.50667018,0.023530746,0.033
2459724.804,r,0.000168177,-4.11E-06,1.27E-16,-3.11E-18,18.33564793,0.026879478,18.33564793,2022 5 25,6300,3.19E+38,-7.81E+36,59724.30395,49.3039468,-17.47108565,0.026879478,0.033
2459724.806,r,0.000177382,-3.49E-06,1.34E-16,-2.64E-18,18.27779244,0.021555043,18.27779244,2022 5 25,6300,3.37E+38,-6.62E+36,59724.30608,49.3060764,-17.52894114,0.021555043,0.033
2459724.807,r,0.000178324,-3.45E-06,1.35E-16,-2.60E-18,18.27204321,0.021186428,18.27204321,2022 5 25,6300,3.39E+38,-6.54E+36,59724.30703,49.3070255,-17.53469038,0.021186428,0.033
2459724.829,g,8.77E-05,-2.80E-06,1.14E-16,-3.65E-18,19.04238452,0.035241245,19.04238452,2022 5 25,4800,2.87E+38,-9.16E+36,59724.32938,49.329375,-16.76434907,0.035241245,0.033
2459724.83,g,9.09E-05,-3.43E-06,1.18E-16,-4.47E-18,19.00418552,0.041795965,19.00418552,2022 5 25,4800,2.97E+38,-1.12E+37,59724.32985,49.3298495,-16.80254807,0.041795965,0.033
2459724.83,g,9.72E-05,-2.78E-06,1.27E-16,-3.62E-18,18.93132061,0.031563798,18.93132061,2022 5 25,4800,3.18E+38,-9.11E+36,59724.33032,49.3303241,-16.87541298,0.031563798,0.033
2459724.831,g,9.31E-05,-3.44E-06,1.21E-16,-4.48E-18,18.97720015,0.040865365,18.97720015,2022 5 25,4800,3.05E+38,-1.13E+37,59724.3308,49.3307986,-16.82953343,0.040865365,0.033
2459725.744,r,0.000167626,-4.14E-06,1.27E-16,-3.13E-18,18.33921226,0.027133192,18.33921226,2022 5 26,6300,3.18E+38,-7.86E+36,59725.24427,50.2442708,-17.46752132,0.027133192,0.033
2459725.787,g,8.26E-05,-3.29E-06,1.08E-16,-4.28E-18,19.10703595,0.044057262,19.10703595,2022 5 26,4800,2.70E+38,-1.08E+37,59725.28712,50.2871181,-16.69969764,0.044057262,0.033
2459725.803,g,8.44E-05,-2.64E-06,1.10E-16,-3.44E-18,19.0844315,0.034485638,19.0844315,2022 5 26,4800,2.76E+38,-8.63E+36,59725.30326,50.3032639,-16.72230208,0.034485638,0.033
2459725.83,r,0.000166001,-3.60E-06,1.25E-16,-2.72E-18,18.34979089,0.023783562,18.34979089,2022 5 26,6300,3.15E+38,-6.83E+36,59725.33041,50.3304051,-17.45694269,0.023783562,0.033
2459726.759,i,0.000163117,-6.88E-06,8.04E-17,-3.39E-18,18.36881667,0.046780758,18.36881667,2022 5 27,7800,2.02E+38,-8.52E+36,59726.25911,51.2591088,-17.43791692,0.046780758,0.033
2459726.801,g,6.84E-05,-2.75E-06,8.91E-17,-3.58E-18,19.31226581,0.044521539,19.31226581,2022 5 27,4800,2.24E+38,-8.99E+36,59726.30089,51.3008912,-16.49446778,0.044521539,0.033
2459726.802,g,7.76E-05,-2.78E-06,1.01E-16,-3.61E-18,19.17556197,0.039550285,19.17556197,2022 5 27,4800,2.54E+38,-9.08E+36,59726.30184,51.3018403,-16.63117161,0.039550285,0.033
2459726.803,g,7.44E-05,-2.29E-06,9.69E-17,-2.98E-18,19.22079476,0.033950436,19.22079476,2022 5 27,4800,2.43E+38,-7.49E+36,59726.30279,51.3027894,-16.58593883,0.033950436,0.033
2459726.807,g,7.14E-05,-2.55E-06,9.30E-17,-3.32E-18,19.26566145,0.03952796,19.26566145,2022 5 27,4800,2.34E+38,-8.35E+36,59726.30735,51.3073495,-16.54107214,0.03952796,0.033
2459726.847,r,0.000157826,-4.20E-06,1.19E-16,-3.17E-18,18.40461827,0.029268613,18.40461827,2022 5 27,6300,3.00E+38,-7.97E+36,59726.3467,51.3467014,-17.40211532,0.029268613,0.033
2459726.848,r,0.000152479,-3.79E-06,1.15E-16,-2.86E-18,18.44203994,0.027323286,18.44203994,2022 5 27,6300,2.90E+38,-7.20E+36,59726.34764,51.3476389,-17.36469365,0.027323286,0.033
2459726.863,r,0.00015763,-3.39E-06,1.19E-16,-2.56E-18,18.40596679,0.023574419,18.40596679,2022 5 27,6300,2.99E+38,-6.43E+36,59726.36341,51.3634144,-17.40076679,0.023574419,0.033
2459726.864,r,0.000157457,-3.45E-06,1.19E-16,-2.61E-18,18.40715926,0.02405119,18.40715926,2022 5 27,6300,2.99E+38,-6.55E+36,59726.36439,51.3643866,-17.39957433,0.02405119,0.033
2459727.738,r,0.000146832,-6.11E-06,1.11E-16,-4.62E-18,18.48301387,0.0461695,18.48301387,2022 5 28,6300,2.79E+38,-1.16E+37,59727.23767,52.2376736,-17.32371972,0.0461695,0.033
2459727.743,r,0.000161746,-5.58E-06,1.22E-16,-4.22E-18,18.37797918,0.038093382,18.37797918,2022 5 28,6300,3.07E+38,-1.06E+37,59727.24346,52.2434606,-17.42875441,0.038093382,0.033
2459727.786,g,8.53E-05,-1.42E-05,1.11E-16,-1.85E-17,19.07262042,0.198138638,19.07262042,2022 5 28,4800,2.79E+38,-4.65E+37,59727.28606,52.2860648,-16.73411317,0.198138638,0.033
2459729.884,g,5.16E-05,-3.57E-06,6.71E-17,-4.65E-18,19.619302,0.078015398,19.619302,2022 5 30,4800,1.69E+38,-1.17E+37,59729.38449,54.3844907,-16.18743159,0.078015398,0.033
2459729.885,g,4.45E-05,-4.58E-06,5.80E-17,-5.96E-18,19.77892379,0.117875063,19.77892379,2022 5 30,4800,1.46E+38,-1.50E+37,59729.38497,54.3849653,-16.02780979,0.117875063,0.033
2459729.888,g,4.54E-05,-4.29E-06,5.91E-17,-5.58E-18,19.75820729,0.107744062,19.75820729,2022 5 30,4800,1.48E+38,-1.40E+37,59729.38833,54.3883333,-16.04852629,0.107744062,0.033
2459729.889,g,4.56E-05,-3.67E-06,5.94E-17,-4.77E-18,19.75240429,0.090969676,19.75240429,2022 5 30,4800,1.49E+38,-1.20E+37,59729.3888,54.3887963,-16.0543293,0.090969676,0.033
2459730.74,r,0.000102996,-3.65E-06,7.79E-17,-2.76E-18,18.86801349,0.039186721,18.86801349,2022 5 31,6300,1.96E+38,-6.93E+36,59730.24002,55.2400231,-16.93872009,0.039186721,0.033
2459730.762,r,0.00012486,-3.23E-06,9.44E-17,-2.44E-18,18.65900981,0.028488453,18.65900981,2022 5 31,6300,2.37E+38,-6.14E+36,59730.26221,55.2622106,-17.14772377,0.028488453,0.033
2459730.806,g,4.64E-05,-2.19E-06,6.04E-17,-2.85E-18,19.73488605,0.052498171,19.73488605,2022 5 31,4800,1.52E+38,-7.16E+36,59730.3056,55.3056019,-16.07184754,0.052498171,0.033
2459730.806,g,3.88E-05,-2.90E-06,5.05E-17,-3.77E-18,19.92744227,0.084215027,19.92744227,2022 5 31,4800,1.27E+38,-9.48E+36,59730.30608,55.3060764,-15.87929132,0.084215027,0.033
2459731.765,i,0.00011744,-7.54E-06,5.79E-17,-3.72E-18,18.72552531,0.072093424,18.72552531,2022 6 1,7800,1.45E+38,-9.35E+36,59731.2652,56.2651968,-17.08120827,0.072093424,0.033
2459731.766,i,0.000129536,-5.56E-06,6.39E-17,-2.74E-18,18.61909077,0.04762021,18.61909077,2022 6 1,7800,1.60E+38,-6.89E+36,59731.26613,56.2661343,-17.18764281,0.04762021,0.033
2459731.81,r,0.000110115,-3.32E-06,8.32E-17,-2.51E-18,18.79544633,0.033236199,18.79544633,2022 6 1,6300,2.09E+38,-6.30E+36,59731.31038,56.3103819,-17.01128725,0.033236199,0.033
2459731.824,g,3.39E-05,-3.26E-06,4.41E-17,-4.24E-18,20.076137,0.109780677,20.076137,2022 6 1,4800,1.11E+38,-1.06E+37,59731.32395,56.3239468,-15.73059658,0.109780677,0.033
2459731.825,g,4.28E-05,-3.57E-06,5.57E-17,-4.65E-18,19.82214483,0.094620414,19.82214483,2022 6 1,4800,1.40E+38,-1.17E+37,59731.32488,56.3248843,-15.98458876,0.094620414,0.033
2459731.829,g,3.94E-05,-3.22E-06,5.13E-17,-4.20E-18,19.91190128,0.092770368,19.91190128,2022 6 1,4800,1.29E+38,-1.05E+37,59731.32894,56.3289352,-15.8948323,0.092770368,0.033
2459732.719,r,9.55E-05,-3.25E-06,7.21E-17,-2.46E-18,18.95061487,0.037597176,18.95061487,2022 6 2,6300,1.81E+38,-6.17E+36,59732.219,57.2190046,-16.85611872,0.037597176,0.033
2459732.779,g,3.56E-05,-2.52E-06,4.64E-17,-3.28E-18,20.02044151,0.079511384,20.02044151,2022 6 2,4800,1.17E+38,-8.23E+36,59732.27853,57.2785301,-15.78629208,0.079511384,0.033
2459733.753,r,8.43E-05,-3.29E-06,6.37E-17,-2.48E-18,19.08567393,0.043183353,19.08567393,2022 6 3,6300,1.60E+38,-6.24E+36,59733.25323,58.2532292,-16.72105966,0.043183353,0.033
2459734.728,r,8.77E-05,-4.11E-06,6.63E-17,-3.10E-18,19.0431322,0.052104819,19.0431322,2022 6 4,6300,1.66E+38,-7.80E+36,59734.22844,59.2284375,-16.76360139,0.052104819,0.033
2459734.782,i,0.000104724,-9.21E-06,5.16E-17,-4.54E-18,18.84995019,0.099894455,18.84995019,2022 6 4,7800,1.30E+38,-1.14E+37,59734.28191,59.2819097,-16.95678339,0.099894455,0.033
2459734.783,i,0.000103905,-7.04E-06,5.12E-17,-3.47E-18,18.85847516,0.076187649,18.85847516,2022 6 4,7800,1.29E+38,-8.72E+36,59734.28285,59.2828472,-16.94825843,0.076187649,0.033
2459734.802,g,3.09E-05,-2.47E-06,4.02E-17,-3.21E-18,20.17662736,0.090474761,20.17662736,2022 6 4,4800,1.01E+38,-8.07E+36,59734.30176,59.3017593,-15.63010623,0.090474761,0.033
2459735.776,g,2.79E-05,-2.87E-06,3.63E-17,-3.74E-18,20.28581855,0.117846638,20.28581855,2022 6 5,4800,9.13E+37,-9.39E+36,59735.27628,60.2762847,-15.52091503,0.117846638,0.033
2459736.72,r,7.54E-05,-3.07E-06,5.70E-17,-2.32E-18,19.20697656,0.045173811,19.20697656,2022 6 6,6300,1.43E+38,-5.83E+36,59736.21956,61.2195602,-16.59975702,0.045173811,0.033
2459736.778,g,2.38E-05,-2.67E-06,3.10E-17,-3.48E-18,20.45716769,0.129194133,20.45716769,2022 6 6,4800,7.80E+37,-8.75E+36,59736.27837,61.2783681,-15.3495659,0.129194133,0.033
2459737.697,g,3.27E-05,-3.79E-06,4.26E-17,-4.94E-18,20.11282796,0.133733109,20.11282796,2022 6 7,4800,1.07E+38,-1.24E+37,59737.19675,62.1967477,-15.69390563,0.133733109,0.033
2459737.714,r,7.00E-05,-3.74E-06,5.29E-17,-2.83E-18,19.28792572,0.059654623,19.28792572,2022 6 7,6300,1.33E+38,-7.10E+36,59737.21376,62.2137616,-16.51880786,0.059654623,0.033
2459737.745,i,7.83E-05,-5.41E-06,3.86E-17,-2.67E-18,19.16561189,0.077743879,19.16561189,2022 6 7,7800,9.70E+37,-6.70E+36,59737.24509,62.2450926,-16.6411217,0.077743879,0.033
2459737.76,i,8.76E-05,-5.54E-06,4.32E-17,-2.73E-18,19.04415502,0.070989781,19.04415502,2022 6 7,7800,1.08E+38,-6.87E+36,59737.26009,62.2600926,-16.76257856,0.070989781,0.033
2459738.719,g,1.67E-05,-3.48E-06,2.17E-17,-4.54E-18,20.84513246,0.254530933,20.84513246,2022 6 8,4800,5.45E+37,-1.14E+37,59738.21944,63.2194444,-14.96160113,0.254530933,0.033
2459738.758,r,5.56E-05,-3.72E-06,4.20E-17,-2.81E-18,19.53775543,0.075222832,19.53775543,2022 6 8,6300,1.06E+38,-7.06E+36,59738.25824,63.2582407,-16.26897816,0.075222832,0.033
2458879.046,o,1.30E-05,-3.61E-06,8.18E-18,-2.27E-18,21.11635983,0.353488671,21.11635983,2020 1 31,6900,2.06E+37,-5.71E+36,58878.54623,-796.453775,-14.69037376,0.353488671,0.033
2458885.114,c,1.02E-05,-2.51E-06,1.07E-17,-2.64E-18,21.38235502,0.30860435,21.38235502,2020 2 6,5350,2.68E+37,-6.62E+36,58884.61382,-790.386181,-14.42437857,0.30860435,0.033
2458956.937,c,1.31E-05,-3.32E-06,1.38E-17,-3.48E-18,21.10417491,0.316372627,21.10417491,2020 4 17,5350,3.46E+37,-8.74E+36,58956.4372,-718.562802,-14.70255867,0.316372627,0.033
2459378.838,c,8.00E-06,-2.27E-06,8.39E-18,-2.38E-18,21.64185523,0.361456968,21.64185523,2021 6 13,5350,2.11E+37,-5.97E+36,59378.33808,-296.661921,-14.16487835,0.361456968,0.033
2459671.914,c,2.07E-05,-4.72E-06,2.17E-17,-4.95E-18,20.61147366,0.281539393,20.61147366,2022 4 2,5350,5.44E+37,-1.24E+37,59671.41424,-3.5857615,-15.19525993,0.281539393,0.033
2459677.944,o,2.14E-05,-5.59E-06,1.35E-17,-3.52E-18,20.57257622,0.327871811,20.57257622,2022 4 8,6900,3.39E+37,-8.84E+36,59677.44369,2.4436895,-15.23415737,0.327871811,0.033
2459679.939,c,3.56E-05,-7.80E-06,3.73E-17,-8.17E-18,20.02153201,0.268475431,20.02153201,2022 4 10,5350,9.37E+37,-2.05E+37,59679.4393,4.439303,-15.78520158,0.268475431,0.033
2459682.002,o,4.74E-05,-9.68E-06,2.99E-17,-6.10E-18,19.71123651,0.248260063,19.71123651,2022 4 13,6900,7.50E+37,-1.53E+37,59681.50185,6.5018465,-16.09549708,0.248260063,0.033
2459682.926,o,5.52E-05,-5.90E-06,3.48E-17,-3.72E-18,19.54580753,0.122741255,19.54580753,2022 4 13,6900,8.73E+37,-9.34E+36,59682.42557,7.4255745,-16.26092606,0.122741255,0.033
2459683.974,o,2.76E-05,-7.49E-06,1.74E-17,-4.72E-18,20.29779869,0.343580643,20.29779869,2022 4 14,6900,4.37E+37,-1.19E+37,59683.47428,8.4742825,-15.50893489,0.343580643,0.033
2459687.907,o,4.10E-05,-7.84E-06,2.58E-17,-4.94E-18,19.86913236,0.230517743,19.86913236,2022 4 18,6900,6.48E+37,-1.24E+37,59687.4074,12.407401,-15.93760123,0.230517743,0.033
2459689.953,o,4.68E-05,-1.03E-05,2.95E-17,-6.46E-18,19.72520946,0.268615925,19.72520946,2022 4 20,6900,7.40E+37,-1.62E+37,59689.45329,14.453293,-16.08152412,0.268615925,0.033
2459693.899,o,6.33E-05,-1.16E-05,3.99E-17,-7.33E-18,19.39596732,0.220300923,19.39596732,2022 4 24,6900,1.00E+38,-1.84E+37,59693.39938,18.399378,-16.41076626,0.220300923,0.033
2459695.872,c,4.54E-05,-4.94E-06,4.76E-17,-5.18E-18,19.75790223,0.125181604,19.75790223,2022 4 26,5350,1.19E+38,-1.30E+37,59695.3717,20.3717,-16.04883136,0.125181604,0.033
2459697.986,o,5.74E-05,-8.79E-06,3.62E-17,-5.54E-18,19.50268882,0.18042938,19.50268882,2022 4 28,6900,9.09E+37,-1.39E+37,59697.48642,22.4864155,-16.30404476,0.18042938,0.033
2459699.965,c,5.85E-05,-1.47E-05,6.13E-17,-1.54E-17,19.48182597,0.313170686,19.48182597,2022 4 30,5350,1.54E+38,-3.86E+37,59699.46466,24.4646565,-16.32490761,0.313170686,0.033
2459709.937,o,0.00020825,-7.85E-06,1.31E-16,-4.95E-18,18.1036031,0.041708954,18.1036031,2022 5 10,6900,3.30E+38,-1.24E+37,59709.43672,34.4367185,-17.70313049,0.041708954,0.033
2459711.942,o,0.000227605,-1.29E-05,1.43E-16,-8.14E-18,18.00711188,0.063450334,18.00711188,2022 5 12,6900,3.60E+38,-2.05E+37,59711.44199,36.441988,-17.7996217,0.063450334,0.033
2459713.909,o,0.000248868,-1.60E-05,1.57E-16,-1.01E-17,17.9101445,0.072309356,17.9101445,2022 5 14,6900,3.94E+38,-2.54E+37,59713.40852,38.4085165,-17.89658908,0.072309356,0.033
2459715.925,o,0.000216302,-1.05E-05,1.36E-16,-6.62E-18,18.06241307,0.054073856,18.06241307,2022 5 16,6900,3.42E+38,-1.66E+37,59715.42464,40.424639,-17.74432052,0.054073856,0.033
2459717.915,o,0.000228568,-1.37E-05,1.44E-16,-8.64E-18,18.00252688,0.06718478,18.00252688,2022 5 18,6900,3.62E+38,-2.17E+37,59717.41505,42.4150545,-17.8042067,0.06718478,0.033
2459721.893,o,0.00018376,-6.01E-06,1.16E-16,-3.79E-18,18.23943599,0.036124893,18.23943599,2022 5 22,6900,2.91E+38,-9.52E+36,59721.39339,46.393388,-17.5672976,0.036124893,0.033
2459723.895,c,0.00013814,-5.18E-06,1.45E-16,-5.43E-18,18.54926613,0.04152862,18.54926613,2022 5 24,5350,3.64E+38,-1.37E+37,59723.39495,48.3949485,-17.25746746,0.04152862,0.033
2459725.865,o,0.000147484,-6.20E-06,9.29E-17,-3.91E-18,18.47820553,0.046645534,18.47820553,2022 5 26,6900,2.33E+38,-9.82E+36,59725.36481,50.364815,-17.32852806,0.046645534,0.033
2459727.867,c,0.000105563,-9.66E-06,1.11E-16,-1.01E-17,18.84129093,0.104143339,18.84129093,2022 5 28,5350,2.78E+38,-2.54E+37,59727.36741,52.3674085,-16.96544266,0.104143339,0.033
2459729.876,o,0.000120987,-6.36E-06,7.62E-17,-4.01E-18,18.69321507,0.058620316,18.69321507,2022 5 30,6900,1.92E+38,-1.01E+37,59729.37612,54.376118,-17.11351852,0.058620316,0.033
2459731.912,c,6.82E-05,-5.25E-06,7.15E-17,-5.51E-18,19.31565622,0.087018349,19.31565622,2022 6 1,5350,1.80E+38,-1.38E+37,59731.41166,56.4116635,-16.49107736,0.087018349,0.033
2459733.859,o,7.33E-05,-4.88E-06,4.62E-17,-3.07E-18,19.23795632,0.074771983,19.23795632,2022 6 3,6900,1.16E+38,-7.72E+36,59733.35923,58.359232,-16.56877727,0.074771983,0.033
2459735.842,o,7.94E-05,-6.21E-06,5.01E-17,-3.92E-18,19.14989885,0.088436823,19.14989885,2022 6 5,6900,1.26E+38,-9.84E+36,59735.34185,60.341855,-16.65683474,0.088436823,0.033
2459737.871,o,6.40E-05,-6.34E-06,4.04E-17,-4.00E-18,19.38388478,0.113252961,19.38388478,2022 6 7,6900,1.01E+38,-1.00E+37,59737.37148,62.371481,-16.42284881,0.113252961,0.033
2459739.869,o,4.07E-05,-6.50E-06,2.56E-17,-4.10E-18,19.8766722,0.189169954,19.8766722,2022 6 9,6900,6.44E+37,-1.03E+37,59739.36864,64.36864,-15.93006139,0.189169954,0.033
2459741.84,o,4.00E-05,-9.01E-06,2.52E-17,-5.67E-18,19.89547096,0.277118502,19.89547096,2022 6 11,6900,6.33E+37,-1.43E+37,59741.3399,66.339904,-15.91126263,0.277118502,0.033
2459745.844,o,3.34E-05,-7.44E-06,2.11E-17,-4.69E-18,20.08910076,0.273355231,20.08910076,2022 6 15,6900,5.30E+37,-1.18E+37,59745.34396,70.343961,-15.71763282,0.273355231,0.033
2459749.838,o,2.77E-05,-4.52E-06,1.74E-17,-2.85E-18,20.29562604,0.193793929,20.29562604,2022 6 19,6900,4.38E+37,-7.16E+36,59749.33831,74.338314,-15.51110755,0.193793929,0.033
2459751.823,c,2.38E-05,-4.03E-06,2.50E-17,-4.23E-18,20.45840072,0.201470481,20.45840072,2022 6 21,5350,6.27E+37,-1.06E+37,59751.32283,76.3228315,-15.34833287,0.201470481,0.033
2459757.809,o,2.77E-05,-5.37E-06,1.74E-17,-3.38E-18,20.2949463,0.234180876,20.2949463,2022 6 27,6900,4.38E+37,-8.50E+36,59757.30863,82.308633,-15.51178729,0.234180876,0.033
