jd,mjd,mag,emag,corrmag,filter,UTC,redshift
2460103.956,60103.4563,17.11484744,0.041925564,18.90053594,ZTF_i,2023-06-08T10:57:04Z,0.025
2460103.956,60103.4563,17.11479983,0.041926,18.90047703,ZTF_i,2023-06-08T10:57:04Z,0.025
2460104.867,60104.36745,17.1253378,0.031570986,19.21900323,ZTF_r,2023-06-09T08:49:07Z,0.025
2460104.867,60104.36745,17.12529967,0.031571001,19.21896459,ZTF_r,2023-06-09T08:49:07Z,0.025
2460108.772,60108.27198,17.71321822,0.027196238,19.96883191,sdssg,2023-06-13T06:31:38Z,0.025
2460108.774,60108.27361,17.17874218,0.013268373,20.21358382,sdssr,2023-06-13T06:34:00Z,0.025
2460108.775,60108.27524,17.12048776,0.022077789,19.60248459,sdssi,2023-06-13T06:36:21Z,0.025
2460109.762,60109.26233,17.26429955,0.025467999,19.59119827,ZTF_i,2023-06-14T06:17:45Z,0.025
2460109.762,60109.26233,17.26427686,0.025467768,19.59118542,ZTF_i,2023-06-14T06:17:45Z,0.025
2460109.846,60109.34551,17.28290992,0.043820322,19.0206068,ZTF_r,2023-06-14T08:17:32Z,0.025
2460109.846,60109.34551,17.28290035,0.043820001,19.02060518,ZTF_r,2023-06-14T08:17:32Z,0.025
2460111.93,60111.42958,17.83840009,0.044661999,19.55544049,ZTF_g,2023-06-16T10:18:35Z,0.025
2460111.93,60111.42958,17.83839834,0.044661634,19.55544762,ZTF_g,2023-06-16T10:18:35Z,0.025
2460112.82,60112.31994,17.34021377,0.044429563,19.06291946,ZTF_i,2023-06-17T07:40:42Z,0.025
2460112.82,60112.31994,17.3402007,0.044429999,19.06289573,ZTF_i,2023-06-17T07:40:42Z,0.025
2460114.791,60114.2912,17.97784464,0.055925578,19.45070423,ZTF_g,2023-06-19T06:59:19Z,0.025
2460114.791,60114.2912,17.9778005,0.055925999,19.45065192,ZTF_g,2023-06-19T06:59:19Z,0.025
2460114.849,60114.34869,17.48010114,0.035457999,19.44770138,ZTF_r,2023-06-19T08:22:06Z,0.025
2460114.849,60114.34869,17.48009164,0.03545795,19.44769337,ZTF_r,2023-06-19T08:22:06Z,0.025
2460115.782,60115.2824,17.44453866,0.030105064,19.58982557,ZTF_i,2023-06-20T06:46:38Z,0.025
2460115.782,60115.2824,17.4445005,0.030105,19.5897897,ZTF_i,2023-06-20T06:46:38Z,0.025
2460116.744,60116.24389,17.54483558,0.026621284,19.82364887,sdssr,2023-06-21T05:51:12Z,0.025
2460116.766,60116.26575,18.09399106,0.027505864,20.33731363,sdssg,2023-06-21T06:22:40Z,0.025
2460116.767,60116.26738,17.50878964,0.015178854,20.397578,sdssr,2023-06-21T06:25:01Z,0.025
2460116.769,60116.26902,17.48553064,0.020259228,20.0608592,sdssi,2023-06-21T06:27:23Z,0.025
2460116.778,60116.27816,17.58390086,0.045088001,19.29063421,ZTF_r,2023-06-21T06:40:32Z,0.025
2460116.778,60116.27816,17.58387405,0.045088291,19.2906004,ZTF_r,2023-06-21T06:40:32Z,0.025
2460116.843,60116.34286,18.04314446,0.060682494,19.42737169,ZTF_g,2023-06-21T08:13:43Z,0.025
2460116.843,60116.34286,18.04310036,0.060681999,19.42733646,ZTF_g,2023-06-21T08:13:43Z,0.025
2460118.786,60118.28559,17.62350096,0.044638,19.34112492,ZTF_i,2023-06-23T06:51:15Z,0.025
2460118.786,60118.28559,17.62346108,0.044638187,19.34108051,ZTF_i,2023-06-23T06:51:15Z,0.025
2460118.866,60118.36563,17.70291347,0.04214599,19.48290862,ZTF_r,2023-06-23T08:46:30Z,0.025
2460118.866,60118.36563,17.70290027,0.042146001,19.48289513,ZTF_r,2023-06-23T08:46:30Z,0.025
2460118.904,60118.40389,18.12649922,0.075631998,19.27162107,ZTF_g,2023-06-23T09:41:36Z,0.025
2460118.904,60118.40389,18.12645746,0.075632155,19.27157706,ZTF_g,2023-06-23T09:41:36Z,0.025
2460120.818,60120.3182,17.77319999,0.02516655,20.11302658,sdssr,2023-06-25T07:38:12Z,0.025
2460120.84,60120.34007,18.28845563,0.025428407,20.61704353,sdssg,2023-06-25T08:09:41Z,0.025
2460120.842,60120.34171,17.79346697,0.013405275,20.8171634,sdssr,2023-06-25T08:12:03Z,0.025
2460120.843,60120.34334,17.67673397,0.020170551,20.25682535,sdssi,2023-06-25T08:14:24Z,0.025
2460120.854,60120.35359,18.21493166,0.061039526,19.59278956,ZTF_g,2023-06-25T08:29:10Z,0.025
2460120.854,60120.35359,18.21489948,0.061039999,19.59274897,ZTF_g,2023-06-25T08:29:10Z,0.025
2460120.908,60120.40786,17.84674663,0.050630324,19.42760566,ZTF_r,2023-06-25T09:47:19Z,0.025
2460120.908,60120.40786,17.84670066,0.050629999,19.42756665,ZTF_r,2023-06-25T09:47:19Z,0.025
2460121.854,60121.35426,17.79990035,0.050246,19.3890324,ZTF_i,2023-06-26T08:30:08Z,0.025
2460121.854,60121.35426,17.79988303,0.050246023,19.38901459,ZTF_i,2023-06-26T08:30:08Z,0.025
2460122.849,60122.34909,17.98543766,0.052341375,19.53021062,ZTF_r,2023-06-27T08:22:40Z,0.025
2460122.849,60122.34909,17.98539949,0.052340999,19.53018025,ZTF_r,2023-06-27T08:22:40Z,0.025
2460122.928,60122.42769,18.37102722,0.062281031,19.72702352,ZTF_g,2023-06-27T10:15:52Z,0.025
2460122.928,60122.42769,18.37100045,0.062281001,19.72699727,ZTF_g,2023-06-27T10:15:52Z,0.025
2460123.801,60123.30142,18.37143736,0.07763359,19.48819898,ZTF_g,2023-06-28T07:14:02Z,0.025
2460123.801,60123.30142,18.37140101,0.077633999,19.4881569,ZTF_g,2023-06-28T07:14:02Z,0.025
2460123.802,60123.3019,18.37870077,0.069441997,19.61653107,ZTF_g,2023-06-28T07:14:43Z,0.025
2460123.802,60123.3019,18.37869483,0.069441676,19.61653013,ZTF_g,2023-06-28T07:14:43Z,0.025
2460123.837,60123.33705,17.98700623,0.027081716,20.24720157,sdssr,2023-06-28T08:05:20Z,0.025
2460123.864,60123.36412,18.47709983,0.02518064,20.81631872,sdssg,2023-06-28T08:44:20Z,0.025
2460123.867,60123.36679,17.95949473,0.012964917,21.01945613,sdssr,2023-06-28T08:48:10Z,0.025
2460123.869,60123.36946,17.91790004,0.020973291,20.45561936,sdssi,2023-06-28T08:52:01Z,0.025
2460124.717,60124.2166,17.98474713,0.058610571,19.40669303,sdssr,2023-06-29T05:11:53Z,0.025
2460124.738,60124.23844,18.49465243,0.041832001,20.28276661,sdssg,2023-06-29T05:43:21Z,0.025
2460124.74,60124.24008,18.03341641,0.02191255,20.52356988,sdssr,2023-06-29T05:45:42Z,0.025
2460124.742,60124.24172,17.94413029,0.02754209,20.18602386,sdssi,2023-06-29T05:48:04Z,0.025
2460124.888,60124.38764,18.50134506,0.068571381,19.7528736,ZTF_g,2023-06-29T09:18:12Z,0.025
2460124.888,60124.38764,18.50130099,0.068571001,19.75283555,ZTF_g,2023-06-29T09:18:12Z,0.025
2460124.927,60124.4273,18.11760739,0.054332264,19.62184868,ZTF_r,2023-06-29T10:15:18Z,0.025
2460124.927,60124.4273,18.11759965,0.054331999,19.62184623,ZTF_r,2023-06-29T10:15:18Z,0.025
2460125.871,60125.37084,18.48670018,0.082203999,19.5413536,ZTF_g,2023-06-30T08:54:00Z,0.025
2460125.871,60125.37084,18.48665671,0.082204394,19.54130491,ZTF_g,2023-06-30T08:54:00Z,0.025
2460125.871,60125.37132,18.5469056,0.079481624,19.63812456,ZTF_g,2023-06-30T08:54:41Z,0.025
2460126.784,60126.28386,18.16878548,0.046983471,19.83080853,sdssr,2023-07-01T06:48:45Z,0.025
2460126.806,60126.30569,18.56521837,0.037700209,20.46624476,sdssg,2023-07-01T07:20:11Z,0.025
2460126.807,60126.30735,18.09273367,0.026088073,20.39351445,sdssr,2023-07-01T07:22:35Z,0.025
2460126.809,60126.30899,18.05556402,0.027673542,20.29228793,sdssi,2023-07-01T07:24:56Z,0.025
2460128.844,60128.34443,18.35174034,0.082538292,19.40198744,ZTF_r,2023-07-03T08:15:59Z,0.025
2460128.844,60128.34443,18.35169985,0.082538001,19.40195077,ZTF_r,2023-07-03T08:15:59Z,0.025
2460128.954,60128.45366,18.6524297,0.114914127,19.34338193,ZTF_g,2023-07-03T10:53:15Z,0.025
2460128.954,60128.45366,18.6523993,0.114914,19.34335273,ZTF_g,2023-07-03T10:53:15Z,0.025
2460130.762,60130.2619,18.30267462,0.051142409,19.87260746,sdssr,2023-07-05T06:17:08Z,0.025
2460130.784,60130.28379,18.83057181,0.045413965,20.52948405,sdssg,2023-07-05T06:48:39Z,0.025
2460130.785,60130.28542,18.30470629,0.024956715,20.65362354,sdssr,2023-07-05T06:51:00Z,0.025
2460130.787,60130.28706,18.2734208,0.029090943,20.45591208,sdssi,2023-07-05T06:53:22Z,0.025
2460132.744,60132.24373,18.37042821,0.060161445,19.76401835,ZTF_i,2023-07-07T05:50:58Z,0.025
2460132.744,60132.24373,18.37039963,0.060160998,19.76399784,ZTF_i,2023-07-07T05:50:58Z,0.025
2460134.885,60134.38476,18.96820113,0.102123,19.78727801,ZTF_g,2023-07-09T09:14:02Z,0.025
2460134.885,60134.38476,18.9681856,0.102123089,19.78726153,ZTF_g,2023-07-09T09:14:02Z,0.025
2460134.931,60134.43091,18.53160092,0.060206,19.92438728,ZTF_r,2023-07-09T10:20:31Z,0.025
2460134.931,60134.43091,18.53158959,0.060205813,19.92437931,ZTF_r,2023-07-09T10:20:31Z,0.025
2460135.72,60135.21956,18.47370762,0.069654331,19.7082231,ZTF_i,2023-07-10T05:16:10Z,0.025
2460135.72,60135.21956,18.47369979,0.069654003,19.70822038,ZTF_i,2023-07-10T05:16:10Z,0.025
2460136.802,60136.30159,18.56311814,0.068754613,19.81174932,ZTF_r,2023-07-11T07:14:16Z,0.025
2460136.802,60136.30159,18.56310089,0.068755001,19.81172595,ZTF_r,2023-07-11T07:14:16Z,0.025
2460136.95,60136.45007,19.07410067,0.111548997,19.79732228,ZTF_g,2023-07-11T10:48:05Z,0.025
2460136.95,60136.45007,19.07405118,0.11154893,19.79727344,ZTF_g,2023-07-11T10:48:05Z,0.025
2460138.768,60138.26822,18.58912124,0.066716343,19.87042645,ZTF_i,2023-07-13T06:26:14Z,0.025
2460138.768,60138.26822,18.58910034,0.066716,19.87041112,ZTF_i,2023-07-13T06:26:14Z,0.025
2460138.804,60138.30364,18.70893005,0.053080995,20.2384682,sdssr,2023-07-13T07:17:14Z,0.025
2460138.825,60138.32549,19.15446588,0.035971902,21.10644317,sdssg,2023-07-13T07:48:42Z,0.025
2460138.827,60138.32713,18.53909068,0.021259967,21.06207001,sdssr,2023-07-13T07:51:03Z,0.025
2460138.829,60138.32877,18.55375043,0.030435516,20.68718454,sdssi,2023-07-13T07:53:25Z,0.025
2460138.864,60138.36437,18.63480045,0.077215001,19.75743203,ZTF_r,2023-07-13T08:44:41Z,0.025
2460138.864,60138.36437,18.63479091,0.077215284,19.75741852,ZTF_r,2023-07-13T08:44:41Z,0.025
2460138.891,60138.3908,19.05334131,0.111924894,19.77291037,ZTF_g,2023-07-13T09:22:44Z,0.025
2460138.891,60138.3908,19.05330105,0.111924998,19.7728691,ZTF_g,2023-07-13T09:22:44Z,0.025
2460140.786,60140.28588,19.22850053,0.093281001,20.14590333,ZTF_g,2023-07-15T06:51:39Z,0.025
2460140.786,60140.28588,19.228491,0.093280897,20.14589501,ZTF_g,2023-07-15T06:51:39Z,0.025
2460140.865,60140.36469,19.23734501,0.122557588,19.85838028,ZTF_g,2023-07-15T08:45:09Z,0.025
2460140.865,60140.36469,19.23730116,0.122557998,19.8583328,ZTF_g,2023-07-15T08:45:09Z,0.025
2460141.707,60141.20681,18.65859999,0.104402997,19.45370337,ZTF_i,2023-07-16T04:57:48Z,0.025
2460141.707,60141.20681,18.65855649,0.10440319,19.45365785,ZTF_i,2023-07-16T04:57:48Z,0.025
2460143.87,60143.37023,18.7915994,0.076934002,19.91818938,ZTF_r,2023-07-18T08:53:08Z,0.025
2460143.87,60143.37023,18.79158036,0.07693398,19.91817065,ZTF_r,2023-07-18T08:53:08Z,0.025
2460143.929,60143.42872,19.33960003,0.137629002,19.83471091,ZTF_g,2023-07-18T10:17:21Z,0.025
2460143.929,60143.42872,19.33960003,0.13762939,19.83470785,ZTF_g,2023-07-18T10:17:21Z,0.025
2460144.745,60144.2449,18.75780719,0.095032394,19.65501381,ZTF_i,2023-07-19T05:52:38Z,0.025
2460144.745,60144.2449,18.75779942,0.095031999,19.65501055,ZTF_i,2023-07-19T05:52:38Z,0.025
2460145.785,60145.28462,18.81810618,0.083198152,19.85970777,ZTF_r,2023-07-20T06:49:51Z,0.025
2460145.785,60145.28462,18.81810027,0.083198003,19.8597038,ZTF_r,2023-07-20T06:49:51Z,0.025
2460145.825,60145.32469,19.46600001,0.130608007,20.01796129,ZTF_g,2023-07-20T07:47:33Z,0.025
2460145.825,60145.32469,19.46598453,0.130608052,20.01794543,ZTF_g,2023-07-20T07:47:33Z,0.025
2460146.761,60146.2611,18.80249816,0.068697339,20.05203416,sdssr,2023-07-21T06:15:59Z,0.025
2460146.788,60146.28814,19.42423493,0.047322338,21.07845524,sdssg,2023-07-21T06:54:55Z,0.025
2460146.793,60146.29348,18.69496655,0.030897435,20.81204628,sdssi,2023-07-21T07:02:36Z,0.025
2460147.729,60147.22904,18.78953408,0.121904381,19.41637159,ZTF_i,2023-07-22T05:29:49Z,0.025
2460147.729,60147.22904,18.78949951,0.121904001,19.4163404,ZTF_i,2023-07-22T05:29:49Z,0.025
2460147.765,60147.26523,18.77373526,0.061191773,20.14888846,sdssr,2023-07-22T06:21:55Z,0.025
2460147.782,60147.28178,18.84750557,0.075862907,19.98931766,ZTF_r,2023-07-22T06:45:45Z,0.025
2460147.782,60147.28178,18.8475002,0.075862996,19.98931101,ZTF_r,2023-07-22T06:45:45Z,0.025
2460147.792,60147.29236,19.46492394,0.036854956,21.39056998,sdssg,2023-07-22T07:01:00Z,0.025
2460147.795,60147.29506,18.8483049,0.027909791,21.07579924,sdssr,2023-07-22T07:04:53Z,0.025
2460147.798,60147.29773,18.72217674,0.033552048,20.74976494,sdssi,2023-07-22T07:08:43Z,0.025
2460147.824,60147.32413,19.40239953,0.117853001,20.06593371,ZTF_g,2023-07-22T07:46:44Z,0.025
2460147.824,60147.32413,19.40236137,0.117853053,20.06589507,ZTF_g,2023-07-22T07:46:44Z,0.025
2460149.847,60149.34692,19.53302995,0.10921783,20.27918188,ZTF_g,2023-07-24T08:19:34Z,0.025
2460149.847,60149.34692,19.53300131,0.109218001,20.27915154,ZTF_g,2023-07-24T08:19:34Z,0.025
2460149.891,60149.39091,18.93740106,0.069146,20.1798692,ZTF_r,2023-07-24T09:22:55Z,0.025
2460149.891,60149.39091,18.93737448,0.069145516,20.17985022,ZTF_r,2023-07-24T09:22:55Z,0.025
2460150.828,60150.32813,18.81649982,0.078772001,19.91745592,ZTF_i,2023-07-25T07:52:30Z,0.025
2460150.828,60150.32813,18.81645994,0.0787725,19.91740915,ZTF_i,2023-07-25T07:52:30Z,0.025
2460151.883,60151.38341,18.88760042,0.077954002,19.99989017,ZTF_r,2023-07-26T09:12:07Z,0.025
2460151.883,60151.38341,18.88755456,0.077954084,19.99984317,ZTF_r,2023-07-26T09:12:07Z,0.025
2460153.767,60153.26675,18.90980761,0.096129067,19.79455657,ZTF_r,2023-07-28T06:24:07Z,0.025
2460153.767,60153.26675,18.90979992,0.096129,19.79454964,ZTF_r,2023-07-28T06:24:07Z,0.025
2460153.799,60153.29932,19.41980017,0.117968,20.08227542,ZTF_g,2023-07-28T07:11:00Z,0.025
2460153.799,60153.29932,19.41977337,0.117968015,20.08224847,ZTF_g,2023-07-28T07:11:00Z,0.025
2460155.765,60155.26483,18.75692391,0.061796269,20.12140406,sdssr,2023-07-30T06:21:21Z,0.025
2460155.765,60155.26483,18.75692391,0.066205187,20.04657966,sdssr,2023-07-30T06:21:21Z,0.025
2460155.792,60155.29216,19.5163895,0.057779518,20.95384051,sdssg,2023-07-30T07:00:42Z,0.025
2460155.792,60155.29216,19.5163895,0.059143577,20.92850632,sdssg,2023-07-30T07:00:42Z,0.025
2460155.795,60155.29483,18.87942414,0.027716308,21.11447147,sdssr,2023-07-30T07:04:32Z,0.025
2460155.795,60155.29483,18.87942414,0.028746955,21.07483033,sdssr,2023-07-30T07:04:32Z,0.025
2460155.797,60155.29749,18.71903799,0.03138466,20.8191302,sdssi,2023-07-30T07:08:23Z,0.025
2460155.797,60155.29749,18.71903799,0.031951622,20.7996915,sdssi,2023-07-30T07:08:23Z,0.025
2460155.822,60155.3222,18.91920132,0.104616001,19.71209181,ZTF_r,2023-07-30T07:43:58Z,0.025
2460155.822,60155.3222,18.91918791,0.104615651,19.71208204,ZTF_r,2023-07-30T07:43:58Z,0.025
2460155.891,60155.39091,18.81523925,0.111579284,19.53816611,ZTF_i,2023-07-30T09:22:55Z,0.025
2460155.891,60155.39091,18.81520109,0.111579001,19.53813071,ZTF_i,2023-07-30T09:22:55Z,0.025
2460155.926,60155.4261,19.57352474,0.151429668,19.9648831,ZTF_g,2023-07-30T10:13:34Z,0.025
2460155.926,60155.4261,19.57350001,0.151429996,19.96485603,ZTF_g,2023-07-30T10:13:34Z,0.025
2460158.925,60158.42539,19.02380034,0.156709,19.37795128,ZTF_r,2023-08-02T10:12:33Z,0.025
2460158.925,60158.42539,19.02376784,0.156709373,19.3779162,ZTF_r,2023-08-02T10:12:33Z,0.025
2460159.744,60159.24359,18.91710117,0.125559002,19.51186732,ZTF_r,2023-08-03T05:50:46Z,0.025
2460159.744,60159.24359,18.91706692,0.125559285,19.51183062,ZTF_r,2023-08-03T05:50:46Z,0.025
2460159.839,60159.33877,19.6392004,0.249798,19.4871138,ZTF_g,2023-08-03T08:07:49Z,0.025
2460161.866,60161.36638,19.14209975,0.119139999,19.79384155,ZTF_r,2023-08-05T08:47:34Z,0.025
2460161.866,60161.36638,19.14209768,0.119140439,19.79383548,ZTF_r,2023-08-05T08:47:34Z,0.025
2460161.898,60161.39779,19.87179979,0.239041999,19.76750005,ZTF_g,2023-08-05T09:32:49Z,0.025
2460165.723,60165.22296,19.30684487,0.090955071,20.25166337,ZTF_r,2023-08-09T05:21:04Z,0.025
2460165.723,60165.22296,19.30680113,0.090954997,20.25162052,ZTF_r,2023-08-09T05:21:04Z,0.025
2460168.795,60168.29481,19.42516106,0.074651396,20.58445201,sdssr,2023-08-12T07:04:31Z,0.025
2460168.822,60168.32192,19.95708954,0.039582559,21.80521565,sdssg,2023-08-12T07:43:34Z,0.025
2460168.825,60168.32461,19.4028842,0.025675887,21.72095635,sdssr,2023-08-12T07:47:26Z,0.025
2460168.827,60168.3273,19.35086115,0.042985427,21.10944383,sdssi,2023-08-12T07:51:18Z,0.025
2460169.801,60169.30084,19.47580947,0.106966227,20.24457856,ZTF_r,2023-08-13T07:13:12Z,0.025
2460169.801,60169.30084,19.47579997,0.106965996,20.2445714,ZTF_r,2023-08-13T07:13:12Z,0.025
2460169.846,60169.34568,20.12319969,0.229056999,20.06522656,ZTF_g,2023-08-13T08:17:47Z,0.025
2460170.762,60170.26184,19.44414541,0.145785436,19.87674585,ZTF_i,2023-08-14T06:17:03Z,0.025
2460170.762,60170.26184,19.44409981,0.145785004,19.87670347,ZTF_i,2023-08-14T06:17:03Z,0.025
2460171.761,60171.261,19.62190078,0.114753,20.31437645,ZTF_r,2023-08-15T06:15:50Z,0.025
2460171.83,60171.32984,20.02771037,0.166629344,20.31521745,ZTF_g,2023-08-15T07:54:58Z,0.025
2460171.83,60171.32984,20.02770078,0.166629001,20.31521009,ZTF_g,2023-08-15T07:54:58Z,0.025
2460173.718,60173.2178,20.24550092,0.207125738,20.29680154,ZTF_g,2023-08-17T05:13:37Z,0.025
2460173.718,60173.2178,20.24550092,0.207126006,20.29680013,ZTF_g,2023-08-17T05:13:37Z,0.025
2460173.786,60173.28627,19.6233581,0.159367859,19.95924204,ZTF_i,2023-08-17T06:52:13Z,0.025
2460178.758,60178.25836,19.80822611,0.112135597,20.52575316,ZTF_r,2023-08-22T06:12:02Z,0.025
2460178.758,60178.25836,19.80820107,0.112135999,20.52572421,ZTF_r,2023-08-22T06:12:02Z,0.025
2460182.712,60182.21158,20.53319076,0.076547599,21.66524762,sdssg,2023-08-26T05:04:40Z,0.025
2460182.715,60182.21495,19.82783158,0.04217955,21.6069625,sdssr,2023-08-26T05:09:31Z,0.025
2460182.718,60182.21833,19.71503346,0.055529496,21.19560992,sdssi,2023-08-26T05:14:23Z,0.025
2460182.795,60182.2947,19.94974358,0.213911116,19.96604598,ZTF_r,2023-08-26T07:04:22Z,0.025
2460182.795,60182.2947,19.9496998,0.213910997,19.96600281,ZTF_r,2023-08-26T07:04:22Z,0.025
2460186.745,60186.2449,20.02249938,0.229874998,19.96065582,ZTF_r,2023-08-30T05:52:38Z,0.025
2460191.658,60191.15772,20.07930022,0.229179993,20.02074425,ZTF_r,2023-09-04T03:47:06Z,0.025
2460191.702,60191.2015,20.5434002,0.284635991,20.24956146,ZTF_g,2023-09-04T04:50:09Z,0.025
2460193.806,60193.30627,20.04789966,0.255791992,19.87006809,ZTF_r,2023-09-06T07:21:01Z,0.025
2460195.72,60195.21972,20.27601288,0.187129423,20.43754348,ZTF_r,2023-09-08T05:16:23Z,0.025
2460195.72,60195.21972,20.27599942,0.187129006,20.43753244,ZTF_r,2023-09-08T05:16:23Z,0.025
2460196.634,60196.13394,20.99096196,0.112336034,21.70655003,sdssg,2023-09-09T03:12:52Z,0.025
2460196.637,60196.13662,20.04417208,0.047949709,21.68409294,sdssr,2023-09-09T03:16:43Z,0.025
2460196.639,60196.13929,20.20135556,0.079779589,21.28851186,sdssi,2023-09-09T03:20:34Z,0.025
2460200.788,60200.28782,20.90675699,0.097195962,21.77952222,sdssg,2023-09-13T06:54:27Z,0.025
2460200.792,60200.29189,20.28036174,0.066122865,21.57136838,sdssr,2023-09-13T07:00:18Z,0.025
2460200.796,60200.29594,20.23710269,0.091859994,21.17117244,sdssi,2023-09-13T07:06:09Z,0.025
2460201.665,60201.16451,20.45380036,0.202559993,20.52930197,ZTF_r,2023-09-14T03:56:54Z,0.025
2460201.665,60201.16451,20.45375272,0.202559799,20.52925536,ZTF_r,2023-09-14T03:56:54Z,0.025
2460203.701,60203.20053,20.36890077,0.211824,20.39584865,ZTF_r,2023-09-16T04:48:45Z,0.025
2460203.701,60203.20053,20.36887001,0.211823747,20.39581918,ZTF_r,2023-09-16T04:48:45Z,0.025
2460205.658,60205.15777,20.99650038,0.305186003,20.62697463,ZTF_g,2023-09-18T03:47:10Z,0.025
2460205.682,60205.18177,20.25562121,0.149066672,20.66405561,ZTF_r,2023-09-18T04:21:44Z,0.025
2460205.682,60205.18177,20.25560035,0.149067,20.66403236,ZTF_r,2023-09-18T04:21:44Z,0.025
2460211.673,60211.17297,20.32789844,0.213540584,20.34608316,ZTF_r,2023-09-24T04:09:04Z,0.025
2460212.759,60212.25927,20.39159311,0.100542003,21.22761007,sdssr,2023-09-25T06:13:21Z,0.025
2460212.762,60212.26194,20.20303103,0.096744727,21.08084856,sdssi,2023-09-25T06:17:11Z,0.025
2460220.61,60220.11027,21.35977075,0.296706369,21.02083937,sdssg,2023-10-03T02:38:47Z,0.025
2460220.613,60220.11295,20.42652588,0.073070418,21.60905769,sdssr,2023-10-03T02:42:38Z,0.025
2460220.616,60220.11563,20.32593334,0.085500814,21.3378935,sdssi,2023-10-03T02:46:30Z,0.025
2460231.636,60231.13596,21.14317646,0.305415203,20.1911,ZTF_r,2023-10-14T03:15:46Z,0.025
2460231.676,60231.17638,20.95948258,0.292285402,20.1016,ZTF_g,2023-10-14T04:13:58Z,0.025
2460232.702,60232.20153,20.3323947,0.351507974,19.2881,ZTF_i,2023-10-15T04:50:12Z,0.025
2460233.66,60233.15961,21.24507769,0.357057344,20.242,ZTF_r,2023-10-16T03:49:50Z,0.025
2460235.62,60235.12021,21.000978,0.241492669,20.4176,ZTF_r,2023-10-18T02:53:05Z,0.025
2460235.641,60235.14063,21.07839128,0.164617037,21.37909012,sdssr,2023-10-18T03:22:30Z,0.025
2460237.659,60237.15918,20.86448413,0.229777924,20.181,ZTF_r,2023-10-20T03:49:12Z,0.025
2460239.637,60239.13668,21.21708234,0.323763529,20.1616,ZTF_r,2023-10-22T03:16:48Z,0.025
2460250.617,60250.11667,21.11387104,0.332300807,20.1868,ZTF_r,2023-11-02T02:48:00Z,0.025
2460251.33,60250.8303,21.31763754,0.277254823,21.91431524,sdssi,2023-11-02T19:55:38Z,0.025
2460259.326,60258.82596,21.98784874,0.376831338,22.21278686,sdssg,2023-11-10T19:49:22Z,0.025
2460259.328,60258.82808,22.05778313,0.458011859,22.04862855,sdssi,2023-11-10T19:52:25Z,0.025
